"","ID","bacterial_genus","replicate","minute","trait_name","trait_value"
"990","Sch_SP04_01","Citrobacter",2,3034,"Absorbance (600nm)",0.164
"991","Sch_SP04_01","Citrobacter",3,52,"Absorbance (600nm)",0.103
"992","Sch_SP04_01","Citrobacter",3,333,"Absorbance (600nm)",0.093
"993","Sch_SP04_01","Citrobacter",3,622,"Absorbance (600nm)",0.103
"994","Sch_SP04_01","Citrobacter",3,921,"Absorbance (600nm)",0.157
"995","Sch_SP04_01","Citrobacter",3,1258,"Absorbance (600nm)",0.178
"996","Sch_SP04_01","Citrobacter",3,1507,"Absorbance (600nm)",0.175
"997","Sch_SP04_01","Citrobacter",3,1827,"Absorbance (600nm)",0.163
"998","Sch_SP04_01","Citrobacter",3,2120,"Absorbance (600nm)",0.156
"999","Sch_SP04_01","Citrobacter",3,2449,"Absorbance (600nm)",0.164
"1000","Sch_SP04_01","Citrobacter",3,2722,"Absorbance (600nm)",0.157
"1001","Sch_SP04_01","Citrobacter",3,3034,"Absorbance (600nm)",0.17
"1002","Sch_SP04_01","Citrobacter",4,52,"Absorbance (600nm)",0.101
"1003","Sch_SP04_01","Citrobacter",4,333,"Absorbance (600nm)",0.092
"1004","Sch_SP04_01","Citrobacter",4,622,"Absorbance (600nm)",0.103
"1005","Sch_SP04_01","Citrobacter",4,921,"Absorbance (600nm)",0.16
"1006","Sch_SP04_01","Citrobacter",4,1258,"Absorbance (600nm)",0.172
"1007","Sch_SP04_01","Citrobacter",4,1507,"Absorbance (600nm)",0.177
"1008","Sch_SP04_01","Citrobacter",4,1827,"Absorbance (600nm)",0.177
"1009","Sch_SP04_01","Citrobacter",4,2120,"Absorbance (600nm)",0.175
"1010","Sch_SP04_01","Citrobacter",4,2449,"Absorbance (600nm)",0.178
"1011","Sch_SP04_01","Citrobacter",4,2722,"Absorbance (600nm)",0.173
"1012","Sch_SP04_01","Citrobacter",4,3034,"Absorbance (600nm)",0.17
"1013","Sch_SP04_01","Citrobacter",1,22,"ATP (nmol/cell)",1.35210504153777
"1014","Sch_SP04_01","Citrobacter",1,304,"ATP (nmol/cell)",0.827827803706477
"1015","Sch_SP04_01","Citrobacter",1,594,"ATP (nmol/cell)",0.165062380324602
"1016","Sch_SP04_01","Citrobacter",1,894,"ATP (nmol/cell)",6.91096043984467
"1017","Sch_SP04_01","Citrobacter",1,1231,"ATP (nmol/cell)",3.11375144776859
"1018","Sch_SP04_01","Citrobacter",1,1479,"ATP (nmol/cell)",2.83746046891876
"1019","Sch_SP04_01","Citrobacter",1,1794,"ATP (nmol/cell)",0.785429944081143
"1020","Sch_SP04_01","Citrobacter",1,2092,"ATP (nmol/cell)",0.194742280080281
"1021","Sch_SP04_01","Citrobacter",1,2421,"ATP (nmol/cell)",0.194325250815906
"1022","Sch_SP04_01","Citrobacter",1,2694,"ATP (nmol/cell)",0.237935409230903
"1025","Sch_SP04_01","Citrobacter",2,304,"ATP (nmol/cell)",1.45748280831824
"1026","Sch_SP04_01","Citrobacter",2,594,"ATP (nmol/cell)",0.152724994196786
"1027","Sch_SP04_01","Citrobacter",2,894,"ATP (nmol/cell)",7.03328489006261
"1028","Sch_SP04_01","Citrobacter",2,1231,"ATP (nmol/cell)",1.9319283638987
"1029","Sch_SP04_01","Citrobacter",2,1479,"ATP (nmol/cell)",1.8756525558933
"1030","Sch_SP04_01","Citrobacter",2,1794,"ATP (nmol/cell)",1.12283583328282
"1031","Sch_SP04_01","Citrobacter",2,2092,"ATP (nmol/cell)",0.163389491286296
"1032","Sch_SP04_01","Citrobacter",2,2421,"ATP (nmol/cell)",0.151355253924464
"1033","Sch_SP04_01","Citrobacter",2,2694,"ATP (nmol/cell)",0.154747984707874
"1034","Sch_SP04_01","Citrobacter",2,3012,"ATP (nmol/cell)",0.266245889115109
"1035","Sch_SP04_01","Citrobacter",3,22,"ATP (nmol/cell)",3.83015455542219
"1036","Sch_SP04_01","Citrobacter",3,304,"ATP (nmol/cell)",1.03216544688361
"1037","Sch_SP04_01","Citrobacter",3,594,"ATP (nmol/cell)",0.150512267110299
"1038","Sch_SP04_01","Citrobacter",3,894,"ATP (nmol/cell)",7.7829879286369
"1039","Sch_SP04_01","Citrobacter",3,1231,"ATP (nmol/cell)",4.20624350940248
"1040","Sch_SP04_01","Citrobacter",3,1479,"ATP (nmol/cell)",3.76700248312006
"1041","Sch_SP04_01","Citrobacter",3,1794,"ATP (nmol/cell)",0.896893528450154
"1042","Sch_SP04_01","Citrobacter",3,2092,"ATP (nmol/cell)",0.369156976822726
"1043","Sch_SP04_01","Citrobacter",3,2421,"ATP (nmol/cell)",0.125597653390111
"1044","Sch_SP04_01","Citrobacter",3,2694,"ATP (nmol/cell)",0.147069487999943
"1045","Sch_SP04_01","Citrobacter",3,3012,"ATP (nmol/cell)",0.278359324781969
"1046","Sch_SP04_01","Citrobacter",4,22,"ATP (nmol/cell)",1.24381254236959
"1047","Sch_SP04_01","Citrobacter",4,304,"ATP (nmol/cell)",1.13713352856339
"1048","Sch_SP04_01","Citrobacter",4,594,"ATP (nmol/cell)",0.319427072332106
"1049","Sch_SP04_01","Citrobacter",4,894,"ATP (nmol/cell)",8.12937759879556
"1050","Sch_SP04_01","Citrobacter",4,1231,"ATP (nmol/cell)",6.18383997607687
"1051","Sch_SP04_01","Citrobacter",4,1479,"ATP (nmol/cell)",0.764899492647253
"1052","Sch_SP04_01","Citrobacter",4,1794,"ATP (nmol/cell)",0.924127764996206
"1053","Sch_SP04_01","Citrobacter",4,2092,"ATP (nmol/cell)",0.314966507191349
"1054","Sch_SP04_01","Citrobacter",4,2421,"ATP (nmol/cell)",0.128148132249654
"1055","Sch_SP04_01","Citrobacter",4,2694,"ATP (nmol/cell)",0.174552934886364
"1056","Sch_SP04_01","Citrobacter",4,3012,"ATP (nmol/cell)",0.277014478460749
"1057","Sch_SP04_02","Pseudomonas(2)",1,22,"Log (cells/mL)",5.60205999132796
"1059","Sch_SP04_02","Pseudomonas(2)",1,594,"Log (cells/mL)",6.69897000433602
"1060","Sch_SP04_02","Pseudomonas(2)",1,894,"Log (cells/mL)",7.73399928653839
"1061","Sch_SP04_02","Pseudomonas(2)",1,1231,"Log (cells/mL)",8.0948203803548
"1062","Sch_SP04_02","Pseudomonas(2)",1,1479,"Log (cells/mL)",8.06744284277638
"1063","Sch_SP04_02","Pseudomonas(2)",1,1794,"Log (cells/mL)",8.05994188806195
"1064","Sch_SP04_02","Pseudomonas(2)",1,2092,"Log (cells/mL)",8.47363292687384
"1065","Sch_SP04_02","Pseudomonas(2)",1,2421,"Log (cells/mL)",8.49303958831765
"1066","Sch_SP04_02","Pseudomonas(2)",1,2694,"Log (cells/mL)",8.18977095634687
"1067","Sch_SP04_02","Pseudomonas(2)",1,3012,"Log (cells/mL)",8.12188798510368
"1068","Sch_SP04_02","Pseudomonas(2)",2,22,"Log (cells/mL)",5.60205999132796
"1070","Sch_SP04_02","Pseudomonas(2)",2,594,"Log (cells/mL)",7.13353890837022
"1071","Sch_SP04_02","Pseudomonas(2)",2,894,"Log (cells/mL)",7.42488163663107
"1072","Sch_SP04_02","Pseudomonas(2)",2,1231,"Log (cells/mL)",8.15350998930084
"1074","Sch_SP04_02","Pseudomonas(2)",2,1794,"Log (cells/mL)",8.43838410703471
"1075","Sch_SP04_02","Pseudomonas(2)",2,2092,"Log (cells/mL)",8.13225968953105
"1076","Sch_SP04_02","Pseudomonas(2)",2,2421,"Log (cells/mL)",8.41060854256837
"1077","Sch_SP04_02","Pseudomonas(2)",2,2694,"Log (cells/mL)",8.40993312333129
"1078","Sch_SP04_02","Pseudomonas(2)",2,3012,"Log (cells/mL)",8.11327469246435
"1079","Sch_SP04_02","Pseudomonas(2)",3,22,"Log (cells/mL)",5.77815125038364
"1080","Sch_SP04_02","Pseudomonas(2)",3,304,"Log (cells/mL)",5.30102999566398
"1081","Sch_SP04_02","Pseudomonas(2)",3,594,"Log (cells/mL)",6.30102999566398
"1082","Sch_SP04_02","Pseudomonas(2)",3,894,"Log (cells/mL)",6.50514997831991
"1083","Sch_SP04_02","Pseudomonas(2)",3,1231,"Log (cells/mL)",8.5327543789925
"1084","Sch_SP04_02","Pseudomonas(2)",3,1479,"Log (cells/mL)",8.04139268515823
"1085","Sch_SP04_02","Pseudomonas(2)",3,1794,"Log (cells/mL)",8.54232738277397
"1086","Sch_SP04_02","Pseudomonas(2)",3,2092,"Log (cells/mL)",8.06370855939142
"1087","Sch_SP04_02","Pseudomonas(2)",3,2421,"Log (cells/mL)",8.04999285692014
"1088","Sch_SP04_02","Pseudomonas(2)",3,2694,"Log (cells/mL)",8.30016053695135
"1089","Sch_SP04_02","Pseudomonas(2)",3,3012,"Log (cells/mL)",8.1914510144649
"1090","Sch_SP04_02","Pseudomonas(2)",4,22,"Log (cells/mL)",5.90308998699194
"1091","Sch_SP04_02","Pseudomonas(2)",4,304,"Log (cells/mL)",5.30102999566398
"1092","Sch_SP04_02","Pseudomonas(2)",4,594,"Log (cells/mL)",8.00603795499732
"1093","Sch_SP04_02","Pseudomonas(2)",4,894,"Log (cells/mL)",6.07918124604763
"1094","Sch_SP04_02","Pseudomonas(2)",4,1231,"Log (cells/mL)",7.13353890837022
"1095","Sch_SP04_02","Pseudomonas(2)",4,1479,"Log (cells/mL)",7.29666519026153
"1096","Sch_SP04_02","Pseudomonas(2)",4,1794,"Log (cells/mL)",8.14363923527454
"1097","Sch_SP04_02","Pseudomonas(2)",4,2092,"Log (cells/mL)",8.61214783832649
"1098","Sch_SP04_02","Pseudomonas(2)",4,2421,"Log (cells/mL)",8.40140054078154
"1099","Sch_SP04_02","Pseudomonas(2)",4,2694,"Log (cells/mL)",8.95549532918413
"1100","Sch_SP04_02","Pseudomonas(2)",4,3012,"Log (cells/mL)",9.38212515222532
"1101","Sch_SP04_02","Pseudomonas(2)",1,52,"Absorbance (600nm)",0.095
"1102","Sch_SP04_02","Pseudomonas(2)",1,333,"Absorbance (600nm)",0.094
"1103","Sch_SP04_02","Pseudomonas(2)",1,622,"Absorbance (600nm)",0.101
"1104","Sch_SP04_02","Pseudomonas(2)",1,921,"Absorbance (600nm)",0.155
"1105","Sch_SP04_02","Pseudomonas(2)",1,1258,"Absorbance (600nm)",0.174
"1106","Sch_SP04_02","Pseudomonas(2)",1,1507,"Absorbance (600nm)",0.174
"1107","Sch_SP04_02","Pseudomonas(2)",1,1827,"Absorbance (600nm)",0.159
"1108","Sch_SP04_02","Pseudomonas(2)",1,2120,"Absorbance (600nm)",0.163
"1109","Sch_SP04_02","Pseudomonas(2)",1,2449,"Absorbance (600nm)",0.176
"1110","Sch_SP04_02","Pseudomonas(2)",1,2722,"Absorbance (600nm)",0.15
"1111","Sch_SP04_02","Pseudomonas(2)",1,3034,"Absorbance (600nm)",0.163
"1112","Sch_SP04_02","Pseudomonas(2)",2,52,"Absorbance (600nm)",0.106
"1113","Sch_SP04_02","Pseudomonas(2)",2,333,"Absorbance (600nm)",0.094
"1114","Sch_SP04_02","Pseudomonas(2)",2,622,"Absorbance (600nm)",0.103
"1115","Sch_SP04_02","Pseudomonas(2)",2,921,"Absorbance (600nm)",0.152
"1116","Sch_SP04_02","Pseudomonas(2)",2,1258,"Absorbance (600nm)",0.167
"1117","Sch_SP04_02","Pseudomonas(2)",2,1507,"Absorbance (600nm)",0.168
"1118","Sch_SP04_02","Pseudomonas(2)",2,1827,"Absorbance (600nm)",0.158
"1119","Sch_SP04_02","Pseudomonas(2)",2,2120,"Absorbance (600nm)",0.159
"1120","Sch_SP04_02","Pseudomonas(2)",2,2449,"Absorbance (600nm)",0.168
"1121","Sch_SP04_02","Pseudomonas(2)",2,2722,"Absorbance (600nm)",0.15
"1122","Sch_SP04_02","Pseudomonas(2)",2,3034,"Absorbance (600nm)",0.164
"1123","Sch_SP04_02","Pseudomonas(2)",3,52,"Absorbance (600nm)",0.103
"1124","Sch_SP04_02","Pseudomonas(2)",3,333,"Absorbance (600nm)",0.097
"1125","Sch_SP04_02","Pseudomonas(2)",3,622,"Absorbance (600nm)",0.097
"1126","Sch_SP04_02","Pseudomonas(2)",3,921,"Absorbance (600nm)",0.154
"1127","Sch_SP04_02","Pseudomonas(2)",3,1258,"Absorbance (600nm)",0.167
"1128","Sch_SP04_02","Pseudomonas(2)",3,1507,"Absorbance (600nm)",0.176
"1129","Sch_SP04_02","Pseudomonas(2)",3,1827,"Absorbance (600nm)",0.161
"1130","Sch_SP04_02","Pseudomonas(2)",3,2120,"Absorbance (600nm)",0.165
"1131","Sch_SP04_02","Pseudomonas(2)",3,2449,"Absorbance (600nm)",0.17
"1132","Sch_SP04_02","Pseudomonas(2)",3,2722,"Absorbance (600nm)",0.16
"1133","Sch_SP04_02","Pseudomonas(2)",3,3034,"Absorbance (600nm)",0.173
"1134","Sch_SP04_02","Pseudomonas(2)",4,52,"Absorbance (600nm)",0.103
"1135","Sch_SP04_02","Pseudomonas(2)",4,333,"Absorbance (600nm)",0.094
"1136","Sch_SP04_02","Pseudomonas(2)",4,622,"Absorbance (600nm)",0.088
"1137","Sch_SP04_02","Pseudomonas(2)",4,921,"Absorbance (600nm)",0.115
"1138","Sch_SP04_02","Pseudomonas(2)",4,1258,"Absorbance (600nm)",0.162
"1139","Sch_SP04_02","Pseudomonas(2)",4,1507,"Absorbance (600nm)",0.185
"1140","Sch_SP04_02","Pseudomonas(2)",4,1827,"Absorbance (600nm)",0.2
"1141","Sch_SP04_02","Pseudomonas(2)",4,2120,"Absorbance (600nm)",0.204
"1142","Sch_SP04_02","Pseudomonas(2)",4,2449,"Absorbance (600nm)",0.217
"1143","Sch_SP04_02","Pseudomonas(2)",4,2722,"Absorbance (600nm)",0.22
"1144","Sch_SP04_02","Pseudomonas(2)",4,3034,"Absorbance (600nm)",0.219
"1145","Sch_SP04_02","Pseudomonas(2)",1,22,"ATP (nmol/cell)",1.68585314262681
"1146","Sch_SP04_02","Pseudomonas(2)",1,304,"ATP (nmol/cell)",0.758089019042263
"1147","Sch_SP04_02","Pseudomonas(2)",1,594,"ATP (nmol/cell)",0.175829113009164
"1148","Sch_SP04_02","Pseudomonas(2)",1,894,"ATP (nmol/cell)",12.9792496578659
"1149","Sch_SP04_02","Pseudomonas(2)",1,1231,"ATP (nmol/cell)",1.79546635467037
"1150","Sch_SP04_02","Pseudomonas(2)",1,1479,"ATP (nmol/cell)",3.98564983770936
"1151","Sch_SP04_02","Pseudomonas(2)",1,1794,"ATP (nmol/cell)",1.34405795244632
"1152","Sch_SP04_02","Pseudomonas(2)",1,2092,"ATP (nmol/cell)",0.0873969926063139
"1153","Sch_SP04_02","Pseudomonas(2)",1,2421,"ATP (nmol/cell)",0.200262457221686
"1154","Sch_SP04_02","Pseudomonas(2)",1,2694,"ATP (nmol/cell)",0.247071019308589
"1155","Sch_SP04_02","Pseudomonas(2)",1,3012,"ATP (nmol/cell)",281.861050170958
"1156","Sch_SP04_02","Pseudomonas(2)",2,22,"ATP (nmol/cell)",1.9150772777111
"1157","Sch_SP04_02","Pseudomonas(2)",2,304,"ATP (nmol/cell)",0.688110297922405
"1158","Sch_SP04_02","Pseudomonas(2)",2,594,"ATP (nmol/cell)",0.139943844289193
"1159","Sch_SP04_02","Pseudomonas(2)",2,894,"ATP (nmol/cell)",13.2420223524381
"1160","Sch_SP04_02","Pseudomonas(2)",2,1231,"ATP (nmol/cell)",2.19545687700931
"1161","Sch_SP04_02","Pseudomonas(2)",2,1479,"ATP (nmol/cell)",0.456705325532156
"1162","Sch_SP04_02","Pseudomonas(2)",2,1794,"ATP (nmol/cell)",1.29439252193165
"1163","Sch_SP04_02","Pseudomonas(2)",2,2092,"ATP (nmol/cell)",0.134700294429279
"1164","Sch_SP04_02","Pseudomonas(2)",2,2421,"ATP (nmol/cell)",0.176077539375493
"1165","Sch_SP04_02","Pseudomonas(2)",2,2694,"ATP (nmol/cell)",0.0930032584272591
"1166","Sch_SP04_02","Pseudomonas(2)",2,3012,"ATP (nmol/cell)",0.333509022355091
"1167","Sch_SP04_02","Pseudomonas(2)",3,22,"ATP (nmol/cell)",1.46192531899534
"1169","Sch_SP04_02","Pseudomonas(2)",3,594,"ATP (nmol/cell)",0.27055867875742
"1170","Sch_SP04_02","Pseudomonas(2)",3,894,"ATP (nmol/cell)",1.85906563955869
"1171","Sch_SP04_02","Pseudomonas(2)",3,1231,"ATP (nmol/cell)",1.81265600614982
"1172","Sch_SP04_02","Pseudomonas(2)",3,1479,"ATP (nmol/cell)",1.04148927880483
"1173","Sch_SP04_02","Pseudomonas(2)",3,1794,"ATP (nmol/cell)",2.6587233745344
"1174","Sch_SP04_02","Pseudomonas(2)",3,2092,"ATP (nmol/cell)",0.226795245570245
"1175","Sch_SP04_02","Pseudomonas(2)",3,2421,"ATP (nmol/cell)",0.374802759815537
"1176","Sch_SP04_02","Pseudomonas(2)",3,2694,"ATP (nmol/cell)",0.255624625353995
"1177","Sch_SP04_02","Pseudomonas(2)",3,3012,"ATP (nmol/cell)",0.849237246605936
"1178","Sch_SP04_02","Pseudomonas(2)",4,22,"ATP (nmol/cell)",0.584770127598137
"1179","Sch_SP04_02","Pseudomonas(2)",4,304,"ATP (nmol/cell)",1.45748280831824
"1180","Sch_SP04_02","Pseudomonas(2)",4,594,"ATP (nmol/cell)",0.481672326464803
"1181","Sch_SP04_02","Pseudomonas(2)",4,894,"ATP (nmol/cell)",0.224015995870153
"1182","Sch_SP04_02","Pseudomonas(2)",4,1231,"ATP (nmol/cell)",0.218190146539803
"1183","Sch_SP04_02","Pseudomonas(2)",4,1479,"ATP (nmol/cell)",0.426657985474483
"1184","Sch_SP04_02","Pseudomonas(2)",4,1794,"ATP (nmol/cell)",0.757802459487552
"1185","Sch_SP04_02","Pseudomonas(2)",4,2092,"ATP (nmol/cell)",0.205437446123314
"1186","Sch_SP04_02","Pseudomonas(2)",4,2421,"ATP (nmol/cell)",0.288080426199008
"1187","Sch_SP04_02","Pseudomonas(2)",4,2694,"ATP (nmol/cell)",0.309580493099296
"1188","Sch_SP04_02","Pseudomonas(2)",4,3012,"ATP (nmol/cell)",0.410870933169485
"1189","Sch_WYC41_02","Curtobacterium",1,22,"Log (cells/mL)",6
"1190","Sch_WYC41_02","Curtobacterium",1,304,"Log (cells/mL)",5.30102999566398
"1191","Sch_WYC41_02","Curtobacterium",1,594,"Log (cells/mL)",7
"1192","Sch_WYC41_02","Curtobacterium",1,894,"Log (cells/mL)",8.06892761168207
"1193","Sch_WYC41_02","Curtobacterium",1,1231,"Log (cells/mL)",8.45909078960059
"1194","Sch_WYC41_02","Curtobacterium",1,1479,"Log (cells/mL)",8.26857797188284
"1195","Sch_WYC41_02","Curtobacterium",1,1794,"Log (cells/mL)",8.23603314711764
"1196","Sch_WYC41_02","Curtobacterium",1,2092,"Log (cells/mL)",8.18752072083646
"1197","Sch_WYC41_02","Curtobacterium",1,2421,"Log (cells/mL)",8.55461028522616
"1198","Sch_WYC41_02","Curtobacterium",1,2694,"Log (cells/mL)",8.45788189673399
"1199","Sch_WYC41_02","Curtobacterium",1,3012,"Log (cells/mL)",8.37511468469222
"1200","Sch_WYC41_02","Curtobacterium",2,22,"Log (cells/mL)",5.30102999566398
"1201","Sch_WYC41_02","Curtobacterium",2,304,"Log (cells/mL)",6.07918124604763
"1202","Sch_WYC41_02","Curtobacterium",2,594,"Log (cells/mL)",5.60205999132796
"1203","Sch_WYC41_02","Curtobacterium",2,894,"Log (cells/mL)",8.40277706961035
"1204","Sch_WYC41_02","Curtobacterium",2,1231,"Log (cells/mL)",7.99913054128737
"1205","Sch_WYC41_02","Curtobacterium",2,1479,"Log (cells/mL)",7.89652621748955
"1206","Sch_WYC41_02","Curtobacterium",2,1794,"Log (cells/mL)",8.12515582958053
"1207","Sch_WYC41_02","Curtobacterium",2,2092,"Log (cells/mL)",8.05842602445701
"1208","Sch_WYC41_02","Curtobacterium",2,2421,"Log (cells/mL)",7.8819549713396
"1209","Sch_WYC41_02","Curtobacterium",2,2694,"Log (cells/mL)",8.24004977211265
"1210","Sch_WYC41_02","Curtobacterium",2,3012,"Log (cells/mL)",7.74663419893758
"1211","Sch_WYC41_02","Curtobacterium",3,22,"Log (cells/mL)",5.77815125038364
"1212","Sch_WYC41_02","Curtobacterium",3,304,"Log (cells/mL)",5.30102999566398
"1213","Sch_WYC41_02","Curtobacterium",3,594,"Log (cells/mL)",5.30102999566398
"1214","Sch_WYC41_02","Curtobacterium",3,894,"Log (cells/mL)",7.53402610605614
"1215","Sch_WYC41_02","Curtobacterium",3,1231,"Log (cells/mL)",8.5219222448835
"1216","Sch_WYC41_02","Curtobacterium",3,1479,"Log (cells/mL)",7.6170003411209
"1217","Sch_WYC41_02","Curtobacterium",3,1794,"Log (cells/mL)",7.79098847508882
"1218","Sch_WYC41_02","Curtobacterium",3,2092,"Log (cells/mL)",7.63144376901317
"1219","Sch_WYC41_02","Curtobacterium",3,2421,"Log (cells/mL)",7.69722934275972
"1220","Sch_WYC41_02","Curtobacterium",3,2694,"Log (cells/mL)",7.65127801399814
"1221","Sch_WYC41_02","Curtobacterium",3,3012,"Log (cells/mL)",7.3541084391474
"1222","Sch_WYC41_02","Curtobacterium",4,22,"Log (cells/mL)",5.60205999132796
"1223","Sch_WYC41_02","Curtobacterium",4,304,"Log (cells/mL)",5.30102999566398
"1224","Sch_WYC41_02","Curtobacterium",4,594,"Log (cells/mL)",7.69372694892365
"1225","Sch_WYC41_02","Curtobacterium",4,894,"Log (cells/mL)",7.46239799789896
"1226","Sch_WYC41_02","Curtobacterium",4,1231,"Log (cells/mL)",7.39445168082622
"1227","Sch_WYC41_02","Curtobacterium",4,1479,"Log (cells/mL)",8.11260500153457
"1228","Sch_WYC41_02","Curtobacterium",4,1794,"Log (cells/mL)",8.44746813094976
"1229","Sch_WYC41_02","Curtobacterium",4,2092,"Log (cells/mL)",8.78074923110355
"1230","Sch_WYC41_02","Curtobacterium",4,2421,"Log (cells/mL)",8.39022836246913
"1231","Sch_WYC41_02","Curtobacterium",4,2694,"Log (cells/mL)",8.46834733041216
"1232","Sch_WYC41_02","Curtobacterium",4,3012,"Log (cells/mL)",8.68106024363181
"1233","Sch_WYC41_02","Curtobacterium",1,52,"Absorbance (600nm)",0.098
"1234","Sch_WYC41_02","Curtobacterium",1,333,"Absorbance (600nm)",0.093
"1235","Sch_WYC41_02","Curtobacterium",1,622,"Absorbance (600nm)",0.105
"1236","Sch_WYC41_02","Curtobacterium",1,921,"Absorbance (600nm)",0.156
"1237","Sch_WYC41_02","Curtobacterium",1,1258,"Absorbance (600nm)",0.175
"1238","Sch_WYC41_02","Curtobacterium",1,1507,"Absorbance (600nm)",0.17
"1239","Sch_WYC41_02","Curtobacterium",1,1827,"Absorbance (600nm)",0.158
"1240","Sch_WYC41_02","Curtobacterium",1,2120,"Absorbance (600nm)",0.161
"1241","Sch_WYC41_02","Curtobacterium",1,2449,"Absorbance (600nm)",0.162
"1242","Sch_WYC41_02","Curtobacterium",1,2722,"Absorbance (600nm)",0.149
"1243","Sch_WYC41_02","Curtobacterium",1,3034,"Absorbance (600nm)",0.167
"1244","Sch_WYC41_02","Curtobacterium",2,52,"Absorbance (600nm)",0.109
"1245","Sch_WYC41_02","Curtobacterium",2,333,"Absorbance (600nm)",0.091
"1246","Sch_WYC41_02","Curtobacterium",2,622,"Absorbance (600nm)",0.109
"1247","Sch_WYC41_02","Curtobacterium",2,921,"Absorbance (600nm)",0.153
"1248","Sch_WYC41_02","Curtobacterium",2,1258,"Absorbance (600nm)",0.166
"1249","Sch_WYC41_02","Curtobacterium",2,1507,"Absorbance (600nm)",0.167
"1250","Sch_WYC41_02","Curtobacterium",2,1827,"Absorbance (600nm)",0.158
"1251","Sch_WYC41_02","Curtobacterium",2,2120,"Absorbance (600nm)",0.157
"1252","Sch_WYC41_02","Curtobacterium",2,2449,"Absorbance (600nm)",0.156
"1253","Sch_WYC41_02","Curtobacterium",2,2722,"Absorbance (600nm)",0.151
"1254","Sch_WYC41_02","Curtobacterium",2,3034,"Absorbance (600nm)",0.153
"1255","Sch_WYC41_02","Curtobacterium",3,52,"Absorbance (600nm)",0.102
"1256","Sch_WYC41_02","Curtobacterium",3,333,"Absorbance (600nm)",0.093
"1257","Sch_WYC41_02","Curtobacterium",3,622,"Absorbance (600nm)",0.1
"1258","Sch_WYC41_02","Curtobacterium",3,921,"Absorbance (600nm)",0.157
"1259","Sch_WYC41_02","Curtobacterium",3,1258,"Absorbance (600nm)",0.166
"1260","Sch_WYC41_02","Curtobacterium",3,1507,"Absorbance (600nm)",0.164
"1261","Sch_WYC41_02","Curtobacterium",3,1827,"Absorbance (600nm)",0.154
"1262","Sch_WYC41_02","Curtobacterium",3,2120,"Absorbance (600nm)",0.152
"1263","Sch_WYC41_02","Curtobacterium",3,2449,"Absorbance (600nm)",0.154
"1264","Sch_WYC41_02","Curtobacterium",3,2722,"Absorbance (600nm)",0.146
"1265","Sch_WYC41_02","Curtobacterium",3,3034,"Absorbance (600nm)",0.149
"1266","Sch_WYC41_02","Curtobacterium",4,52,"Absorbance (600nm)",0.104
"1267","Sch_WYC41_02","Curtobacterium",4,333,"Absorbance (600nm)",0.093
"1268","Sch_WYC41_02","Curtobacterium",4,622,"Absorbance (600nm)",0.091
"1269","Sch_WYC41_02","Curtobacterium",4,921,"Absorbance (600nm)",0.093
"1270","Sch_WYC41_02","Curtobacterium",4,1258,"Absorbance (600nm)",0.109
"1271","Sch_WYC41_02","Curtobacterium",4,1507,"Absorbance (600nm)",0.135
"1272","Sch_WYC41_02","Curtobacterium",4,1827,"Absorbance (600nm)",0.194
"1273","Sch_WYC41_02","Curtobacterium",4,2120,"Absorbance (600nm)",0.267
"1274","Sch_WYC41_02","Curtobacterium",4,2449,"Absorbance (600nm)",0.258
"1275","Sch_WYC41_02","Curtobacterium",4,2722,"Absorbance (600nm)",0.282
"1276","Sch_WYC41_02","Curtobacterium",4,3034,"Absorbance (600nm)",0.292
"1277","Sch_WYC41_02","Curtobacterium",1,22,"ATP (nmol/cell)",3.59966314433351
"1278","Sch_WYC41_02","Curtobacterium",1,304,"ATP (nmol/cell)",2.27426705712679
"1279","Sch_WYC41_02","Curtobacterium",1,594,"ATP (nmol/cell)",0.206396485357716
"1280","Sch_WYC41_02","Curtobacterium",1,894,"ATP (nmol/cell)",10.763201460901
"1281","Sch_WYC41_02","Curtobacterium",1,1231,"ATP (nmol/cell)",1.11325350922016
"1282","Sch_WYC41_02","Curtobacterium",1,1479,"ATP (nmol/cell)",1.93414411283011
"1283","Sch_WYC41_02","Curtobacterium",1,1794,"ATP (nmol/cell)",0.757905039073045
"1284","Sch_WYC41_02","Curtobacterium",1,2092,"ATP (nmol/cell)",0.378781395569385
"1285","Sch_WYC41_02","Curtobacterium",1,2421,"ATP (nmol/cell)",0.277209756514371
"1286","Sch_WYC41_02","Curtobacterium",1,2694,"ATP (nmol/cell)",0.182849575044676
"1288","Sch_WYC41_02","Curtobacterium",2,22,"ATP (nmol/cell)",0.676052520768886
